age,job,marital,deposit
56,retired,married,yes
54,blue-collar,divorced,yes
59,management,married,yes
53,technician,married,yes
51,retired,married,yes
31,unemployed,married,yes
62,management,divorced,yes
38,technician,single,yes
25,management,single,yes
43,technician,divorced,yes
45,admin.,divorced,yes
78,retired,divorced,yes
30,management,single,yes
69,retired,divorced,yes
48,entrepreneur,married,yes
31,admin.,single,yes
57,retired,single,no
45,admin.,divorced,no
48,blue-collar,married,no
34,admin.,single,no
37,entrepreneur,married,no
32,management,married,no
35,self-employed,married,no
31,blue-collar,married,no
54,technician,married,no
52,unemployed,married,no
29,self-employed,single,no
34,services,single,no
37,blue-collar,divorced,no
66,housemaid,married,no
33,technician,married,no
60,retired,married,no
55,management,divorced,no
34,blue-collar,single,no
52,blue-collar,married,no
29,services,married,no
43,services,divorced,no
57,services,divorced,no
32,blue-collar,married,no
67,unknown,married,no
45,services,married,no
47,technician,single,no
31,self-employed,single,no
52,blue-collar,divorced,no
41,technician,married,no
35,blue-collar,single,no
48,management,divorced,no
53,blue-collar,married,no
59,entrepreneur,married,no
26,blue-collar,single,no
30,management,married,no
56,self-employed,married,no
41,blue-collar,divorced,no
52,technician,married,no
35,admin.,single,no
41,management,married,no
39,management,married,no
51,management,married,no
46,blue-collar,married,no
43,technician,divorced,no
31,technician,single,no
56,unemployed,married,no
35,entrepreneur,married,no
58,self-employed,married,no
33,technician,married,no
36,blue-collar,single,no
49,entrepreneur,single,no
47,technician,married,no
61,retired,married,no
45,services,married,no
53,management,divorced,no
31,management,married,no
35,admin.,married,no
55,management,married,no
50,technician,married,no
53,unknown,married,no
45,admin.,married,no
45,unemployed,married,no
32,technician,single,no
33,blue-collar,married,no
51,blue-collar,married,no
27,housemaid,married,no
37,technician,married,no
45,blue-collar,married,no
40,blue-collar,married,no
41,blue-collar,married,no
35,management,single,no
62,retired,married,no
42,technician,married,no
38,management,divorced,no
36,technician,single,no
59,services,married,no
46,services,divorced,no
42,blue-collar,married,no
27,student,single,no
44,technician,married,no
32,services,married,no
32,self-employed,divorced,no
43,blue-collar,married,no
38,management,married,no
40,services,married,no
44,management,married,no
49,management,divorced,no
37,management,married,no
40,unemployed,married,no
54,management,divorced,no
38,blue-collar,married,no
45,management,married,no
49,self-employed,married,no
46,technician,married,no
39,blue-collar,married,no
56,management,married,no
37,blue-collar,married,no
39,management,married,no
53,self-employed,married,no
38,blue-collar,married,no
25,technician,single,no
35,technician,married,no
47,unemployed,married,no
40,management,married,no
31,self-employed,married,no
50,technician,married,no
40,blue-collar,married,no
55,retired,married,no
31,services,married,no
59,blue-collar,married,no
52,management,married,no
55,unknown,married,no
49,management,married,no
31,self-employed,married,no
55,entrepreneur,married,no
38,entrepreneur,married,no
52,unemployed,married,no
57,management,divorced,no
65,management,divorced,no
53,retired,married,no
34,technician,single,no
41,self-employed,single,no
44,unemployed,married,no
49,technician,married,no
39,technician,married,no
54,management,married,no
22,student,single,no
31,admin.,married,no
53,housemaid,married,no
59,technician,divorced,no
59,admin.,married,no
56,management,married,no
52,management,divorced,no
57,entrepreneur,divorced,no
41,admin.,married,no
39,housemaid,married,no
35,management,divorced,no
53,management,divorced,no
35,technician,married,no
25,technician,single,no
34,services,married,no
38,self-employed,married,no
42,management,married,no
28,self-employed,single,no
35,blue-collar,married,no
34,admin.,single,no
32,technician,married,no
38,entrepreneur,married,no
32,management,single,no
41,management,married,no
41,blue-collar,married,no
26,management,single,no
60,retired,married,no
51,services,married,no
24,services,single,no
37,blue-collar,married,no
44,technician,married,no
74,retired,divorced,no
50,technician,married,no
31,management,single,no
31,admin.,married,no
25,management,single,no
39,entrepreneur,married,no
30,management,single,no
60,management,married,no
48,technician,married,no
30,entrepreneur,married,no
43,services,single,no
44,technician,single,no
29,blue-collar,single,no
46,unemployed,married,no
28,blue-collar,single,no
34,entrepreneur,married,no
42,management,divorced,no
59,retired,married,no
27,blue-collar,single,no
36,blue-collar,married,no
34,blue-collar,single,no
30,management,married,no
50,technician,married,no
50,technician,married,no
45,entrepreneur,married,no
40,blue-collar,single,no
49,management,married,no
54,retired,married,no
31,blue-collar,single,no
35,self-employed,married,no
34,blue-collar,married,no
48,admin.,divorced,no
51,blue-collar,married,no
47,unemployed,single,no
45,retired,single,no
33,management,married,no
33,services,single,no
27,unemployed,single,no
47,technician,married,no
54,self-employed,divorced,no
37,management,married,no
43,unknown,married,no
49,management,married,no
43,unemployed,married,no
27,admin.,single,no
44,services,married,no
37,management,divorced,no
50,services,married,no
50,entrepreneur,married,no
52,services,married,no
26,admin.,single,no
35,technician,married,no
47,services,divorced,no
55,services,divorced,no
26,blue-collar,single,no
37,self-employed,married,no
56,blue-collar,married,no
33,management,married,no
36,blue-collar,married,no
32,management,single,no
30,technician,single,no
39,management,single,no
28,management,single,no
36,self-employed,single,no
39,admin.,single,no
48,management,divorced,no
34,blue-collar,married,no
50,blue-collar,married,no
26,admin.,single,no
35,entrepreneur,married,no
44,blue-collar,married,no
47,management,married,no
62,management,married,no
55,management,single,no
26,management,single,no
88,retired,married,no
28,technician,single,no
41,services,married,no
25,technician,single,no
40,entrepreneur,divorced,no
35,blue-collar,married,no
65,retired,divorced,no
40,self-employed,single,no
43,management,divorced,no
29,management,single,no
48,management,single,no
35,blue-collar,married,no
30,technician,single,no
32,management,single,no
30,student,married,no
30,admin.,single,no
24,admin.,married,no
29,technician,married,no
44,management,married,no
42,blue-collar,married,no
45,housemaid,married,no
57,housemaid,married,no
36,blue-collar,married,no
49,technician,married,no
30,technician,single,no
48,management,divorced,no
32,services,married,no
35,technician,married,no
40,entrepreneur,married,no
32,housemaid,married,no
37,admin.,single,no
37,management,married,no
43,management,married,no
48,technician,married,no
36,technician,married,no
33,unemployed,single,no
33,management,married,no
36,services,single,no
65,retired,married,no
50,housemaid,married,no
34,management,single,no
35,entrepreneur,married,no
32,management,single,no
34,technician,single,no
34,blue-collar,married,no
33,blue-collar,married,no
45,blue-collar,married,no
35,blue-collar,married,no
53,technician,married,no
39,services,divorced,no
38,blue-collar,married,no
35,management,single,no
52,blue-collar,married,no
30,technician,single,no
37,self-employed,married,no
33,self-employed,married,no
52,management,married,no
29,admin.,married,no
28,admin.,single,no
37,blue-collar,married,no
33,admin.,single,no
32,technician,married,no
25,blue-collar,single,no
37,technician,married,no
34,management,single,no
40,unemployed,married,no
40,management,married,no
38,services,married,no
39,management,single,no
37,management,single,no
35,blue-collar,married,no
33,management,single,no
38,management,married,no
37,management,married,no
29,unemployed,single,no
42,services,married,no
45,management,divorced,no
42,services,married,no
33,blue-collar,married,no
35,blue-collar,single,no
30,technician,single,no
31,blue-collar,single,no
45,technician,married,no
44,admin.,divorced,no
31,services,married,no
30,admin.,married,no
54,management,married,no
35,blue-collar,married,no
36,admin.,married,no
55,housemaid,married,no
45,management,married,no
30,unemployed,single,no
57,unemployed,married,no
59,housemaid,married,no
47,blue-collar,married,no
34,technician,single,no
46,unemployed,divorced,no
56,services,divorced,no
24,student,single,no
40,admin.,married,no
50,management,married,no
31,blue-collar,married,no
37,management,married,no
45,blue-collar,married,no
45,management,married,no
36,blue-collar,single,no
57,management,married,no
39,management,married,no
47,services,married,no
44,services,divorced,no
39,admin.,married,no
40,services,married,no
48,management,divorced,no
56,services,married,no
50,blue-collar,single,no
29,services,single,no
33,technician,single,no
57,blue-collar,married,no
54,management,married,no
64,retired,divorced,no
61,retired,married,no
36,blue-collar,married,no
50,management,married,no
30,technician,single,no
40,technician,married,no
40,management,married,no
30,admin.,divorced,no
55,management,divorced,no
59,housemaid,married,no
37,admin.,married,no
53,services,married,no
56,management,married,no
33,services,married,no
49,services,married,no
47,technician,married,no
34,admin.,married,no
33,blue-collar,married,no
31,blue-collar,single,no
44,technician,single,no
50,admin.,married,no
39,admin.,single,no
41,management,married,no
33,management,married,no
40,housemaid,married,no
42,services,married,no
37,management,divorced,no
56,blue-collar,married,no
49,blue-collar,divorced,no
35,entrepreneur,single,no
41,management,divorced,no
52,blue-collar,married,no
33,technician,single,no
40,admin.,single,no
44,blue-collar,divorced,no
39,blue-collar,married,no
39,blue-collar,married,no
28,management,single,no
45,technician,single,no
63,retired,divorced,no
32,technician,single,no
28,blue-collar,single,no
36,management,single,no
34,admin.,divorced,no
45,blue-collar,married,no
30,blue-collar,married,no
59,blue-collar,married,no
54,housemaid,married,no
47,unknown,married,no
41,admin.,single,no
35,technician,divorced,no
38,services,married,no
36,technician,married,no
39,admin.,single,no
48,management,divorced,no
42,blue-collar,married,no
24,blue-collar,single,no
57,retired,married,no
35,unknown,married,no
32,management,single,no
26,blue-collar,single,no
27,technician,married,no
47,entrepreneur,divorced,no
32,blue-collar,single,no
48,self-employed,single,no
43,blue-collar,married,no
30,student,single,no
28,technician,single,no
32,management,married,no
26,self-employed,married,no
38,blue-collar,single,no
30,services,single,no
33,management,single,no
37,services,divorced,no
47,management,married,no
36,technician,married,no
48,housemaid,married,no
47,technician,divorced,no
34,entrepreneur,single,no
28,blue-collar,married,no
54,housemaid,married,no
33,management,married,no
41,entrepreneur,divorced,no
41,admin.,single,no
42,management,married,no
32,admin.,married,no
47,self-employed,married,no
36,technician,married,no
34,management,married,no
36,management,married,no
50,management,married,no
53,admin.,married,no
49,blue-collar,married,no
39,technician,single,no
47,management,married,no
57,retired,married,no
30,unemployed,married,no
54,admin.,married,no
35,management,single,no
47,technician,divorced,no
38,entrepreneur,married,no
40,admin.,married,no
51,blue-collar,married,no
51,blue-collar,married,no
57,housemaid,married,no
41,blue-collar,married,no
31,entrepreneur,single,no
59,retired,single,no
26,services,single,no
41,technician,married,no
39,management,married,no
25,blue-collar,single,no
33,management,single,no
35,management,single,no
49,management,married,no
31,blue-collar,married,no
40,unemployed,married,no
32,management,married,no
42,blue-collar,married,no
33,technician,married,no
48,admin.,married,no
28,student,single,no
43,blue-collar,single,no
30,blue-collar,single,no
41,admin.,married,no
55,management,married,no
55,management,married,no
54,management,married,no
55,retired,married,no
57,technician,married,no
27,blue-collar,single,no
28,management,married,no
51,management,divorced,no
27,management,single,no
40,blue-collar,divorced,no
56,retired,married,no
35,services,married,no
47,entrepreneur,divorced,no
49,blue-collar,married,no
35,management,single,no
50,admin.,divorced,no
55,housemaid,married,no
56,blue-collar,married,no
35,technician,single,no
42,blue-collar,married,no
34,blue-collar,married,no
40,services,single,no
33,services,married,no
33,management,married,no
59,retired,divorced,no
51,housemaid,divorced,no
47,services,married,no
48,management,married,no
31,admin.,single,no
39,blue-collar,married,no
52,admin.,married,no
28,technician,single,no
56,technician,divorced,no
47,services,married,no
77,retired,divorced,no
39,blue-collar,single,no
31,services,single,no
39,management,married,no
32,blue-collar,married,no
59,admin.,married,no
42,unknown,married,no
50,technician,married,no
44,services,married,no
47,housemaid,married,no
51,technician,married,no
34,technician,married,no
36,management,married,no
32,blue-collar,single,no
28,blue-collar,single,no
34,management,married,no
40,management,single,no
49,management,married,no
30,self-employed,single,no
56,self-employed,married,no
28,management,single,no
31,blue-collar,married,no
28,blue-collar,single,no
53,technician,married,no
38,management,married,no
54,retired,divorced,no
36,management,single,no
60,retired,divorced,no
40,management,married,no
50,admin.,single,no
28,management,single,no
33,blue-collar,married,no
53,retired,married,no
38,technician,married,no
34,management,single,no
41,unknown,married,no
64,retired,married,no
45,management,married,no
38,technician,married,no
57,management,married,no
34,management,married,no
36,blue-collar,single,no
30,admin.,married,no
32,blue-collar,married,no
42,blue-collar,married,no
35,admin.,married,no
42,technician,married,no
50,entrepreneur,married,no
38,management,married,no
38,self-employed,married,no
55,management,married,no
60,housemaid,married,no
33,management,married,no
30,technician,single,no
30,management,single,no
51,management,married,no
37,management,married,no
37,blue-collar,married,no
45,blue-collar,married,no
37,blue-collar,married,no
48,management,married,no
42,services,married,no
49,technician,married,no
36,management,single,no
54,self-employed,married,no
52,management,married,no
30,management,married,no
37,blue-collar,married,no
31,unemployed,married,no
26,admin.,married,no
51,admin.,divorced,no
34,services,single,no
26,blue-collar,married,no
32,management,single,no
38,services,married,no
52,admin.,married,no
44,management,married,no
31,services,married,no
38,services,married,no
32,housemaid,married,no
41,blue-collar,married,no
48,management,married,no
29,blue-collar,married,no
41,management,married,no
49,management,married,no
40,management,married,no
27,management,single,no
45,blue-collar,single,no
48,entrepreneur,divorced,no
31,services,married,no
45,blue-collar,married,no
43,housemaid,married,no
31,admin.,single,no
37,management,married,no
38,self-employed,married,no
29,services,married,no
28,blue-collar,married,no
55,housemaid,divorced,no
27,technician,divorced,no
43,self-employed,married,no
29,management,single,no
52,technician,divorced,no
33,services,married,no
27,services,single,no
27,technician,single,no
31,management,married,no
31,self-employed,married,no
45,technician,divorced,no
34,technician,single,no
48,management,divorced,no
47,blue-collar,married,no
49,services,married,no
55,retired,divorced,no
51,management,single,no
37,management,single,no
33,technician,divorced,no
33,blue-collar,married,no
29,management,single,no
57,housemaid,divorced,no
60,retired,married,no
51,housemaid,married,no
45,technician,single,no
45,admin.,married,no
39,management,married,no
25,blue-collar,single,no
47,blue-collar,married,no
34,blue-collar,married,no
40,unemployed,married,no
48,blue-collar,divorced,no
39,technician,single,no
38,services,married,no
32,services,single,no
27,entrepreneur,married,no
47,blue-collar,married,no
40,management,married,no
41,technician,married,no
40,admin.,married,no
39,blue-collar,married,no
45,technician,married,no
31,services,single,no
27,admin.,single,no
56,blue-collar,single,no
39,admin.,married,no
52,management,married,no
58,management,single,no
48,technician,single,no
33,blue-collar,single,no
38,services,divorced,no
42,technician,single,no
36,management,divorced,no
35,technician,single,no
45,technician,single,no
51,technician,married,no
43,housemaid,married,no
45,technician,divorced,no
30,admin.,single,no
40,management,married,no
56,services,married,no
48,management,divorced,no
32,admin.,married,no
47,admin.,single,no
30,technician,single,no
37,management,married,no
52,blue-collar,single,no
49,retired,married,no
53,management,married,no
53,services,married,no
34,technician,divorced,no
40,admin.,married,no
39,services,married,no
33,blue-collar,married,no
41,blue-collar,married,no
31,management,single,no
45,services,divorced,no
23,admin.,single,no
51,management,divorced,no
34,management,single,no
36,management,married,no
42,admin.,divorced,no
33,management,married,no
46,management,married,no
37,admin.,married,no
33,management,single,no
30,admin.,single,no
53,technician,divorced,no
46,management,married,no
35,management,married,no
36,technician,single,no
46,technician,married,no
31,blue-collar,single,no
52,management,married,no
48,admin.,single,no
45,blue-collar,married,no
36,management,single,no
53,retired,married,no
35,management,married,no
44,management,married,no
38,management,married,no
44,blue-collar,married,no
51,housemaid,married,no
32,technician,single,no
59,blue-collar,married,no
31,management,single,no
52,management,married,no
26,technician,married,no
40,services,married,no
35,technician,single,no
54,admin.,married,no
36,entrepreneur,married,no
45,self-employed,married,no
29,unemployed,single,no
49,management,divorced,no
52,services,married,no
52,management,married,no
47,unemployed,divorced,no
33,services,divorced,no
30,technician,single,no
52,self-employed,divorced,no
54,management,divorced,no
59,retired,married,no
35,management,married,no
29,blue-collar,married,no
33,technician,single,no
32,technician,married,no
50,blue-collar,married,no
54,entrepreneur,married,no
49,technician,single,no
39,admin.,single,no
34,management,single,no
31,self-employed,single,no
46,technician,divorced,no
59,retired,married,no
32,technician,married,no
39,admin.,married,no
54,blue-collar,married,no
33,technician,divorced,no
59,blue-collar,married,no
28,blue-collar,single,no
48,blue-collar,married,no
39,management,married,no
41,technician,married,no
33,admin.,single,no
37,management,married,no
30,admin.,married,no
36,management,married,no
53,blue-collar,divorced,no
26,admin.,single,no
59,retired,married,no
44,blue-collar,single,no
55,unemployed,married,no
26,blue-collar,single,no
41,blue-collar,married,no
28,management,single,no
40,management,married,no
47,unemployed,divorced,no
39,services,married,no
38,blue-collar,married,no
37,services,married,no
36,blue-collar,married,no
53,management,married,no
47,technician,married,no
28,management,single,no
32,student,single,no
25,management,single,no
39,admin.,married,no
60,retired,married,no
39,admin.,married,no
31,admin.,single,no
45,admin.,married,no
36,technician,single,no
44,services,married,no
33,unemployed,single,no
31,management,married,no
38,admin.,divorced,no
50,self-employed,married,no
40,management,divorced,no
33,technician,married,no
42,admin.,married,no
42,management,single,no
33,blue-collar,married,no
40,technician,married,no
52,blue-collar,married,no
49,technician,married,no
30,management,single,no
26,blue-collar,single,no
40,management,married,no
30,blue-collar,married,no
55,unemployed,married,no
48,self-employed,married,no
28,technician,single,no
54,admin.,married,no
36,management,married,no
34,admin.,single,no
39,housemaid,married,no
66,retired,married,no
42,blue-collar,married,no
55,retired,married,no
85,retired,married,no
63,housemaid,married,no
37,admin.,single,no
24,services,single,no
34,technician,single,no
28,management,single,no
58,retired,divorced,no
49,housemaid,divorced,no
31,blue-collar,single,no
56,retired,married,no
43,services,married,no
32,blue-collar,single,no
55,blue-collar,married,no
55,housemaid,married,no
31,blue-collar,married,no
49,management,married,no
41,admin.,married,no
56,retired,divorced,no
50,blue-collar,divorced,no
37,technician,single,no
35,blue-collar,married,no
52,housemaid,married,no
33,technician,married,no
42,management,married,no
33,admin.,single,no
35,admin.,single,no
28,student,single,no
41,admin.,divorced,no
44,blue-collar,married,no
26,technician,single,no
40,management,single,no
37,management,married,no
33,blue-collar,married,no
36,admin.,married,no
28,unemployed,married,no
37,self-employed,single,no
32,technician,single,no
49,blue-collar,married,no
36,blue-collar,married,no
39,housemaid,married,no
34,blue-collar,married,no
32,technician,single,no
26,services,married,no
46,admin.,divorced,no
78,retired,divorced,no
47,admin.,married,no
80,retired,married,no
25,student,single,no
50,management,married,no
36,management,divorced,no
42,unemployed,married,no
54,management,married,no
43,retired,married,no
29,blue-collar,married,no
36,management,married,no
59,blue-collar,married,no
47,admin.,married,no
36,technician,single,no
56,technician,married,no
55,retired,divorced,no
38,technician,divorced,no
39,blue-collar,divorced,no
35,management,single,no
54,blue-collar,married,no
32,services,single,no
30,technician,divorced,no
51,blue-collar,married,no
39,management,married,no
46,technician,married,no
33,admin.,single,no
34,management,married,no
33,management,married,no
55,blue-collar,single,no
49,services,married,no
37,unemployed,married,no
29,technician,single,no
28,management,single,no
21,unemployed,single,no
44,services,married,no
30,management,single,no
46,management,married,no
33,entrepreneur,married,no
40,blue-collar,married,no
42,management,single,no
44,management,divorced,no
32,admin.,married,no
34,blue-collar,married,no
55,entrepreneur,married,no
35,services,married,no
47,admin.,married,no
29,admin.,single,no
47,services,married,no
39,blue-collar,married,no
40,blue-collar,married,no
42,admin.,single,no
31,management,married,no
31,management,married,no
82,housemaid,divorced,no
44,management,divorced,no
32,services,single,no
40,technician,married,no
26,admin.,single,no
30,admin.,single,no
45,blue-collar,married,no
32,management,single,no
56,admin.,married,no
58,blue-collar,married,no
28,management,single,no
43,management,married,no
34,entrepreneur,divorced,no
40,services,married,no
31,self-employed,single,no
28,admin.,married,no
45,admin.,married,no
33,blue-collar,married,no
42,admin.,married,no
32,blue-collar,married,no
41,self-employed,married,no
32,admin.,married,no
37,unemployed,married,no
57,admin.,married,no
56,management,married,no
37,admin.,single,no
34,admin.,married,no
46,blue-collar,married,no
40,blue-collar,married,no
32,technician,single,no
28,admin.,single,no
46,self-employed,married,no
44,management,married,no
55,management,divorced,no
75,retired,divorced,no
41,management,married,no
30,blue-collar,single,no
33,entrepreneur,married,no
43,unemployed,married,no
49,self-employed,married,no
32,blue-collar,married,no
26,blue-collar,divorced,no
55,blue-collar,divorced,no
46,management,single,no
31,management,married,no
34,management,married,no
37,blue-collar,married,no
29,technician,single,no
24,admin.,single,no
46,admin.,married,no
41,management,married,no
52,services,married,no
27,services,single,no
44,management,married,no
39,technician,married,no
52,housemaid,married,no
77,retired,single,no
35,technician,married,no
49,management,divorced,no
37,housemaid,married,no
46,management,married,no
43,entrepreneur,single,no
35,blue-collar,married,no
29,admin.,single,no
52,housemaid,married,no
55,management,married,no
33,technician,married,no
40,blue-collar,divorced,no
39,blue-collar,married,no
61,blue-collar,divorced,no
63,retired,married,no
44,management,married,no
52,services,married,no
58,unemployed,single,no
38,admin.,married,no
51,housemaid,married,no
29,self-employed,single,no
42,management,married,no
56,blue-collar,married,no
55,technician,married,no
43,blue-collar,married,no
27,blue-collar,married,no
54,services,married,no
25,management,single,no
33,blue-collar,married,no
46,admin.,divorced,no
26,services,single,no
30,admin.,married,no
39,technician,married,no
58,admin.,married,no
49,blue-collar,married,no
49,services,married,no
43,housemaid,married,no
60,management,married,no
57,technician,married,no
38,technician,married,no
56,technician,married,no
45,self-employed,married,no
45,management,married,no
44,blue-collar,married,no
40,blue-collar,married,no
38,management,single,no
55,admin.,divorced,no
40,technician,married,no
35,blue-collar,single,no
32,blue-collar,married,no
31,self-employed,married,no
49,blue-collar,divorced,no
55,retired,married,no
51,blue-collar,married,no
30,unemployed,married,no
37,admin.,single,no
36,management,married,no
51,management,divorced,no
29,admin.,single,no
32,student,single,no
36,services,married,no
32,blue-collar,married,no
56,retired,married,no
46,services,married,no
39,admin.,divorced,no
57,retired,married,no
53,management,married,no
33,technician,married,no
43,blue-collar,divorced,no
40,management,married,no
44,admin.,married,no
59,admin.,married,no
59,retired,married,no
28,services,single,no
26,management,single,no
59,management,single,no
78,retired,divorced,no
33,services,married,no
38,blue-collar,divorced,no
35,self-employed,married,no
30,technician,single,no
31,services,single,no
35,technician,married,no
45,management,married,no
40,admin.,married,no
50,services,married,no
29,admin.,single,no
41,unemployed,single,no
44,technician,married,no
29,unknown,single,no
49,technician,divorced,no
30,admin.,single,no
37,blue-collar,married,no
52,admin.,divorced,no
30,management,single,no
40,admin.,single,no
33,blue-collar,married,no
34,self-employed,single,no
33,blue-collar,married,no
35,unemployed,married,no
54,management,married,no
32,services,married,no
32,technician,married,no
44,management,married,no
53,technician,married,no
53,admin.,married,no
40,management,single,no
29,admin.,single,no
36,housemaid,married,no
40,blue-collar,divorced,no
58,services,married,no
34,management,married,no
60,blue-collar,married,no
23,student,single,no
59,unknown,married,no
42,technician,married,no
50,management,married,no
31,management,single,no
31,management,single,no
28,admin.,married,no
56,admin.,married,no
23,student,single,no
30,entrepreneur,married,no
54,technician,married,no
35,blue-collar,married,no
29,admin.,married,no
48,management,married,no
43,admin.,single,no
40,management,single,no
38,entrepreneur,married,no
30,admin.,married,no
60,blue-collar,married,no
31,entrepreneur,divorced,no
28,student,single,no
31,technician,married,no
48,services,single,no
36,blue-collar,single,no
41,management,divorced,no
35,management,single,no
51,management,divorced,no
35,blue-collar,married,no
51,management,single,no
56,blue-collar,married,no
59,retired,married,no
27,services,married,no
48,services,married,no
24,admin.,single,no
56,admin.,married,no
34,management,married,no
35,technician,married,no
57,retired,married,no
30,blue-collar,single,no
40,admin.,divorced,no
48,blue-collar,married,no
35,management,married,no
46,services,married,no
30,blue-collar,married,no
37,services,single,no
30,unemployed,married,no
46,management,married,no
43,blue-collar,divorced,no
40,blue-collar,single,no
34,unemployed,married,no
43,admin.,divorced,no
31,services,married,no
37,blue-collar,married,no
49,self-employed,single,no
38,blue-collar,married,no
27,admin.,single,no
35,management,divorced,no
47,unemployed,single,no
56,blue-collar,married,no
26,self-employed,single,no
29,admin.,single,no
53,blue-collar,married,no
38,blue-collar,married,no
33,blue-collar,married,no
30,blue-collar,single,no
36,admin.,married,no
37,blue-collar,single,no
60,blue-collar,married,no
48,management,married,no
32,management,married,no
31,self-employed,single,no
54,management,married,no
31,self-employed,married,no
31,blue-collar,married,no
29,services,single,no
23,blue-collar,married,no
51,management,married,no
32,blue-collar,single,no
48,management,married,no
32,blue-collar,married,no
44,housemaid,married,no
35,management,married,no
46,technician,married,no
31,admin.,married,no
31,blue-collar,single,no
36,blue-collar,married,no
35,services,married,no
35,services,married,no
36,technician,married,no
52,blue-collar,married,no
27,technician,single,no
47,services,married,no
43,unemployed,married,no
41,entrepreneur,married,no
18,student,single,no
45,blue-collar,married,no
41,technician,married,no
34,technician,married,no
46,services,married,no
38,technician,married,no
23,services,married,no
73,retired,married,no
41,technician,married,no
43,management,single,no
51,management,married,no
45,services,married,no
47,housemaid,divorced,no
35,blue-collar,married,no
38,admin.,divorced,no
31,management,married,no
49,entrepreneur,married,no
29,blue-collar,single,no
39,admin.,married,no
41,entrepreneur,married,no
34,blue-collar,single,no
39,management,single,no
78,retired,divorced,no
33,management,married,no
59,retired,married,no
52,management,married,no
35,entrepreneur,married,no
43,admin.,married,no
43,technician,single,no
36,blue-collar,married,no
36,admin.,single,no
45,unemployed,single,no
47,management,married,no
38,admin.,divorced,no
45,entrepreneur,married,no
33,technician,married,no
38,management,divorced,no
36,technician,married,no
38,blue-collar,married,no
34,self-employed,married,no
32,admin.,single,no
49,technician,married,no
37,management,single,no
47,technician,divorced,no
28,self-employed,married,no
29,admin.,divorced,no
30,services,single,no
34,admin.,divorced,no
39,technician,single,no
26,blue-collar,married,no
38,technician,divorced,no
47,admin.,married,no
61,management,married,no
35,technician,married,no
34,admin.,married,no
34,entrepreneur,married,no
56,technician,single,no
47,services,married,no
36,unemployed,married,no
43,technician,married,no
51,admin.,married,no
40,technician,single,no
38,services,married,no
34,management,married,no
47,self-employed,married,no
57,entrepreneur,married,no
35,technician,married,no
45,management,married,no
55,unemployed,married,no
54,management,married,no
39,services,married,no
58,services,married,no
31,admin.,married,no
35,blue-collar,married,no
45,technician,married,no
44,admin.,divorced,no
57,blue-collar,married,no
41,technician,married,no
42,blue-collar,married,no
49,technician,single,no
52,self-employed,divorced,no
57,blue-collar,married,no
29,management,single,no
34,blue-collar,single,no
36,management,married,no
39,management,married,no
53,blue-collar,divorced,no
40,services,married,no
38,services,single,no
34,admin.,single,no
40,services,married,no
39,management,married,no
51,technician,single,no
33,admin.,married,no
59,management,divorced,no
30,technician,single,no
61,technician,married,no
24,admin.,married,no
36,management,married,no
34,technician,single,no
47,blue-collar,married,no
40,technician,married,no
46,technician,divorced,no
32,management,married,no
39,management,married,no
35,management,single,no
37,services,single,no
45,technician,married,no
38,blue-collar,married,no
52,technician,married,no
28,blue-collar,single,no
35,management,single,no
45,technician,married,no
33,management,single,no
42,technician,divorced,no
23,student,single,no
49,entrepreneur,divorced,no
52,technician,married,no
27,management,single,no
34,management,married,no
31,technician,married,no
45,admin.,married,no
32,admin.,married,no
51,blue-collar,married,no
56,management,married,no
44,admin.,married,no
41,blue-collar,married,no
54,self-employed,married,no
31,technician,single,no
25,admin.,single,no
50,technician,divorced,no
41,entrepreneur,married,no
33,unemployed,single,no
49,blue-collar,married,no
34,technician,single,no
60,retired,married,no
45,admin.,married,no
40,self-employed,married,no
50,admin.,divorced,no
27,management,single,no
53,technician,married,no
31,services,single,no
24,blue-collar,single,no
68,retired,married,no
27,services,single,no
46,management,single,no
23,technician,single,no
76,retired,married,no
48,entrepreneur,married,no
60,management,married,no
46,entrepreneur,married,no
36,admin.,single,no
30,technician,single,no
33,management,single,no
36,admin.,single,no
44,blue-collar,married,no
36,admin.,single,no
44,technician,married,no
70,retired,married,no
48,technician,divorced,no
52,management,married,no
34,admin.,single,no
35,technician,married,no
54,entrepreneur,married,no
47,technician,divorced,no
38,blue-collar,married,no
41,management,divorced,no
28,blue-collar,married,no
58,services,married,no
59,admin.,married,no
32,management,married,no
55,blue-collar,married,no
38,blue-collar,married,no
40,blue-collar,married,no
45,entrepreneur,divorced,no
42,entrepreneur,married,no
53,self-employed,married,no
32,technician,married,no
55,housemaid,married,no
54,services,married,no
46,blue-collar,married,no
39,management,married,no
36,management,divorced,no
44,management,married,no
28,student,single,no
36,admin.,married,no
43,technician,married,no
25,blue-collar,married,no
31,management,married,no
60,retired,married,no
29,technician,divorced,no
46,services,divorced,no
31,management,married,no
31,management,married,no
45,blue-collar,married,no
60,retired,married,no
50,housemaid,married,no
34,management,married,no
33,admin.,married,no
57,housemaid,married,no
38,self-employed,divorced,no
42,management,married,no
54,self-employed,married,no
46,services,divorced,no
59,management,married,no
38,self-employed,married,no
49,technician,married,no
49,technician,married,no
30,technician,divorced,no
52,self-employed,single,no
38,admin.,married,no
44,admin.,single,no
39,management,married,no
38,admin.,married,no
36,technician,divorced,no
32,services,married,no
